NAME,B01003_001E,B01002_001E,B25010_001E,B15003_017E,B15003_022E,B02001_002E,B02001_003E,B03003_003E,B01001_002E,B01001_026E,B01001_003E,B01001_007E,B01001_012E,B01001_020E,B25001_001E,B25002_002E,B25002_003E,B25003_002E,B25003_003E,B25077_001E,B25064_001E,B25024_002E,B25024_003E,B25024_004E,B25034_001E,B25081_002E,B25081_003E,B25004_001E,B25003_001E,B19013_001E,B19301_001E,B23025_005E,B23025_002E,B17001_002E,B17001_001E,C24010_001E,B19057_002E,B08303_001E,B08101_001E,state,place,State,Year
"Boutte CDP, Louisiana",2274,39.4,2.75,339,196,777,1397,106,1241,1033,60,0,39,43,917,826,91,587,239,235300,1164,596,0,49,917,428,344,91,826,74886,31223,136,1109,362,2274,964,6,963,973,22,09130,Louisiana,2022
"Boyce town, Louisiana",1324,24.5,3.25,216,49,419,905,0,669,655,175,6,11,0,529,408,121,181,227,74400,844,345,8,64,529,64,64,121,408,31184,16149,33,597,364,1324,564,0,529,529,22,09165,Louisiana,2022
"Branch CDP, Louisiana",470,17.9,3.92,109,0,354,71,0,146,324,27,0,0,0,120,120,0,120,0,-666666666,-666666666,105,0,0,120,81,81,0,120,50946,15143,37,146,181,470,109,0,58,66,22,09235,Louisiana,2022
"Breaux Bridge city, Louisiana",7544,39.0,2.61,1698,513,3920,3115,90,3797,3747,372,58,330,98,3045,2847,198,2039,808,160000,876,2409,3,46,3045,931,857,198,2847,45619,25222,306,3222,2224,7256,2893,24,2719,2867,22,09340,Louisiana,2022
"Bridge City CDP, Louisiana",6916,32.7,2.64,1465,183,2282,3289,1835,3631,3285,329,171,334,28,3135,2582,553,1563,1019,119200,1198,2013,31,47,3135,490,452,553,2582,50282,22152,328,3040,1973,6808,2687,85,2428,2509,22,09480,Louisiana,2022
"Broussard city, Louisiana",13322,32.9,2.99,1881,2429,10040,2710,470,6887,6435,757,37,581,138,5143,4396,747,3517,879,279500,994,4359,314,14,5143,2512,2399,747,4396,94912,39800,275,7415,2077,12848,7140,0,6844,7045,22,10075,Louisiana,2022
"Brownfields CDP, Louisiana",5358,36.6,2.87,1129,406,987,4262,59,2103,3255,44,5,210,12,2038,1831,207,1259,572,162300,978,1758,22,0,2038,823,768,207,1831,44401,22437,210,2777,1297,5246,2567,35,2563,2563,22,10145,Louisiana,2022
"Brownsville CDP, Louisiana",4198,42.2,2.34,795,232,2310,1530,221,1842,2356,162,106,0,76,2256,1788,468,1121,667,71400,759,1193,14,65,2256,328,328,468,1788,33819,18774,200,1894,1110,4114,1694,178,1602,1694,22,10225,Louisiana,2022
"Brusly town, Louisiana",2585,36.7,2.80,528,472,1963,548,118,1201,1384,58,49,44,23,1082,923,159,821,102,260600,850,872,12,57,1082,492,445,159,923,105363,41457,244,1319,230,2585,1075,11,1031,1073,22,10600,Louisiana,2022
"Bryceland village, Louisiana",207,43.7,2.23,73,12,130,6,68,114,93,2,0,14,0,114,93,21,82,11,54700,-666666666,46,0,0,114,17,17,21,93,68086,29936,7,131,55,207,124,0,121,124,22,10705,Louisiana,2022
"Bunkie city, Louisiana",3362,47.9,2.11,916,59,1309,1835,77,1362,2000,78,0,63,46,1956,1563,393,892,671,91000,819,1630,0,69,1956,344,344,393,1563,21888,20729,129,1150,1373,3292,1021,0,945,991,22,10950,Louisiana,2022
"Buras CDP, Louisiana",921,36.2,2.72,119,0,416,0,0,426,495,0,18,6,11,513,339,174,334,5,85800,-666666666,156,0,0,513,120,120,174,339,34518,24126,0,333,321,921,333,4,333,333,22,10985,Louisiana,2022
"Cade CDP, Louisiana",1960,38.7,2.57,461,70,1615,239,51,937,1023,167,28,16,18,861,763,98,699,64,125800,-666666666,478,0,0,861,296,265,98,763,64028,29884,16,1132,96,1960,1094,0,1066,1116,22,11580,Louisiana,2022
"Calhoun CDP, Louisiana",197,22.5,2.35,0,0,133,0,64,87,110,0,0,0,0,289,84,205,84,0,236800,-666666666,84,0,0,289,84,84,205,84,-666666666,41760,0,167,0,197,167,0,140,167,22,11825,Louisiana,2022
"Calvin village, Louisiana",174,42.4,2.95,41,0,145,28,0,61,113,4,0,0,0,67,59,8,55,4,88100,-666666666,37,0,0,67,27,27,8,59,41750,17031,3,54,43,174,51,0,50,51,22,11930,Louisiana,2022
"Cameron CDP, Louisiana",191,38.7,2.40,57,26,179,11,1,115,76,11,0,8,0,138,70,68,70,0,-666666666,-666666666,68,0,0,138,15,15,68,70,-666666666,21493,16,85,43,168,69,0,62,69,22,12000,Louisiana,2022
"Campti town, Louisiana",961,32.8,2.08,356,19,239,710,0,440,521,1,19,37,9,621,462,159,140,322,66900,495,243,6,0,621,25,24,159,462,14330,11124,37,231,402,961,194,77,194,194,22,12280,Louisiana,2022
"Cankton village, Louisiana",576,29.2,2.80,123,36,513,45,18,240,336,9,0,18,3,256,206,50,186,20,86700,650,150,6,0,256,64,64,50,206,-666666666,24827,0,256,179,576,253,0,244,256,22,12420,Louisiana,2022
"Carencro city, Louisiana",10194,33.3,2.41,2118,759,4473,5125,175,4943,5251,439,116,331,36,4686,4173,513,2704,1469,202500,888,3101,26,22,4686,1650,1530,513,4173,56352,29513,128,5083,2007,10042,4955,75,4453,4921,22,12665,Louisiana,2022
"Carlyss CDP, Louisiana",5018,32.8,2.83,807,383,4553,0,331,2156,2862,158,0,285,41,2275,1772,503,1474,298,144800,1351,1066,0,0,2275,618,595,503,1772,76484,33278,3,2036,494,5018,2033,0,2011,2033,22,12840,Louisiana,2022
"Castor village, Louisiana",292,31.4,2.10,65,39,226,55,6,116,176,13,0,12,0,172,139,33,109,30,77500,-666666666,91,0,0,172,34,34,33,139,27969,16727,0,98,95,292,98,7,98,98,22,13260,Louisiana,2022
"Catahoula CDP, Louisiana",1042,49.0,2.82,356,140,979,0,0,647,395,45,35,52,7,394,369,25,347,22,126600,-666666666,310,22,0,394,140,140,25,369,87772,28620,6,472,170,1042,466,0,372,466,22,13330,Louisiana,2022
"Cecilia CDP, Louisiana",1375,33.7,2.57,449,90,640,735,0,781,594,31,0,148,0,642,536,106,418,118,75800,676,352,0,0,642,195,165,106,536,70259,41382,23,730,95,1375,707,0,655,682,22,13575,Louisiana,2022
"Center Point CDP, Louisiana",807,43.4,3.39,172,45,689,0,0,447,360,42,0,25,10,247,212,35,212,0,163800,-666666666,235,0,0,247,64,40,35,212,-666666666,14101,0,284,443,766,274,8,283,283,22,13855,Louisiana,2022
"Centerville CDP, Louisiana",621,70.0,2.07,172,47,612,0,0,221,400,0,9,0,0,300,300,0,248,52,320800,-666666666,279,0,0,300,43,43,0,300,-666666666,19688,0,172,232,621,172,0,172,172,22,13925,Louisiana,2022
"Central city, Louisiana",29518,38.8,2.67,5667,4002,24620,2476,772,14384,15134,848,709,532,450,12045,11035,1010,9894,1141,265600,1340,10143,92,21,12045,6094,5669,1010,11035,82714,41070,317,14139,1290,29514,13819,103,12931,13615,22,13960,Louisiana,2022
"Chackbay CDP, Louisiana",5641,41.0,2.54,1275,693,5501,0,69,2805,2836,94,183,98,27,2438,2219,219,2088,131,212700,-666666666,1961,9,36,2438,1216,1070,219,2219,68376,32785,204,2974,877,5554,2770,40,2651,2759,22,14100,Louisiana,2022
"Chalmette CDP, Louisiana",22192,34.6,2.78,3009,1455,13944,5935,1905,10947,11245,640,286,925,234,8726,7902,824,4849,3053,192800,1047,5774,1003,593,8726,2723,2566,824,7902,55655,28480,970,10271,5608,21887,9260,155,8592,9067,22,14135,Louisiana,2022
"Charenton CDP, Louisiana",1051,46.0,2.37,367,37,483,21,27,556,495,44,4,35,7,569,443,126,352,91,133200,501,337,8,0,569,136,136,126,443,50282,29481,19,471,158,1044,444,8,413,422,22,14310,Louisiana,2022
"Chataignier village, Louisiana",290,49.5,2.04,61,25,147,140,29,146,144,2,19,0,5,208,136,72,51,85,87500,646,134,2,21,208,12,12,72,136,37500,25714,15,161,75,290,143,0,122,146,22,14450,Louisiana,2022
"Chatham town, Louisiana",783,30.5,2.94,126,25,409,275,4,302,481,44,0,58,13,343,266,77,100,166,54300,638,265,3,0,343,52,48,77,266,28750,14204,3,221,157,783,218,0,198,218,22,14485,Louisiana,2022
"Chauvin CDP, Louisiana",2511,33.4,2.96,515,17,2151,2,56,1388,1123,10,84,79,15,1039,848,191,614,234,86800,1009,907,30,0,1039,235,224,191,848,49280,19665,112,1071,381,2499,959,8,929,953,22,14520,Louisiana,2022
"Cheneyville town, Louisiana",679,48.3,2.15,126,29,310,325,0,260,419,42,8,0,0,394,310,84,214,96,-666666666,667,326,0,17,394,46,46,84,310,17917,18553,10,221,281,679,211,0,211,211,22,14660,Louisiana,2022
"Choctaw CDP, Louisiana",647,45.0,2.84,100,25,641,0,25,303,344,30,0,16,3,271,228,43,201,27,102700,-666666666,205,0,0,271,34,34,43,228,72679,30034,0,293,49,647,293,13,293,293,22,15150,Louisiana,2022
"Choudrant village, Louisiana",1395,37.1,2.75,153,294,1201,23,67,642,753,32,7,27,3,580,507,73,281,226,270700,933,360,0,7,580,151,137,73,507,69313,44121,9,660,93,1385,646,0,627,651,22,15290,Louisiana,2022
"Church Point town, Louisiana",4182,35.8,2.81,1036,224,2545,1429,605,1999,2183,231,102,87,12,1683,1448,235,807,641,116100,752,1198,0,132,1683,415,415,235,1448,44185,23162,153,2120,965,4012,1967,11,1761,1924,22,15465,Louisiana,2022
"Claiborne CDP, Louisiana",12159,35.1,2.44,2492,2015,10821,738,206,5566,6593,525,169,593,109,5589,4966,623,2968,1998,194500,1162,3899,141,374,5589,1743,1568,623,4966,63056,33513,52,6193,1386,12149,6141,115,5722,6111,22,15605,Louisiana,2022
"Clarence village, Louisiana",429,25.7,3.25,135,4,89,340,0,249,180,61,0,9,15,186,132,54,43,89,87000,913,126,12,0,186,17,17,54,132,21645,16829,9,200,132,429,191,35,184,184,22,15745,Louisiana,2022
"Clarks village, Louisiana",609,37.6,2.39,124,5,337,233,34,414,195,17,9,57,1,211,174,37,105,69,57700,765,133,0,0,211,40,34,37,174,28421,16230,3,165,83,416,162,1,161,161,22,15780,Louisiana,2022
"Clayton town, Louisiana",317,55.3,2.28,65,26,156,161,0,162,155,15,7,17,4,244,139,105,82,57,60800,444,164,0,26,244,13,13,105,139,47292,23140,7,146,69,317,139,0,139,139,22,15850,Louisiana,2022
"Clinton town, Louisiana",1550,37.5,2.60,227,192,784,648,0,758,792,68,62,9,3,748,597,151,360,237,232100,-666666666,465,4,21,748,172,152,151,597,54141,33724,90,563,206,1550,473,0,431,473,22,15990,Louisiana,2022
"Colfax town, Louisiana",1632,32.4,2.86,315,118,527,1077,37,896,736,126,30,52,13,724,501,223,280,221,85200,548,565,0,54,724,97,97,223,501,27847,14065,34,479,553,1435,445,3,445,445,22,16375,Louisiana,2022
"Collinston village, Louisiana",227,54.8,1.92,99,8,103,104,13,90,137,0,8,0,10,167,118,49,68,50,-666666666,277,86,5,3,167,30,30,49,118,20833,23337,25,104,85,221,79,0,68,78,22,16655,Louisiana,2022
"Columbia town, Louisiana",341,33.8,2.67,50,13,230,103,2,174,167,18,2,30,0,163,116,47,79,37,135200,778,134,0,0,163,46,39,47,116,53750,26097,8,124,42,310,116,0,94,113,22,16830,Louisiana,2022
"Convent CDP, Louisiana",552,24.2,2.61,99,24,141,411,0,312,240,0,8,42,0,261,191,70,160,31,-666666666,-666666666,71,0,0,261,45,45,70,191,41042,24783,0,212,76,500,212,18,211,212,22,17180,Louisiana,2022
"Converse village, Louisiana",445,32.3,2.82,80,31,341,1,33,217,228,15,4,3,0,218,158,60,119,39,76300,718,98,0,5,218,61,60,60,158,81250,33952,19,179,68,445,160,10,155,160,22,17215,Louisiana,2022
"Cottonport town, Louisiana",1734,24.6,2.83,148,41,678,959,107,496,1238,6,2,0,7,817,610,207,401,209,84300,716,622,0,47,817,273,270,207,610,31676,16658,22,664,474,1718,642,11,614,624,22,17880,Louisiana,2022
"Cotton Valley town, Louisiana",713,31.0,2.66,122,12,381,322,0,291,422,65,1,21,3,363,265,98,164,101,49500,-666666666,242,3,12,363,46,43,98,265,21806,14447,6,211,242,713,205,11,181,197,22,17915,Louisiana,2022
"Coushatta town, Louisiana",2053,35.4,2.76,631,60,590,1282,19,1080,973,115,4,76,72,774,674,100,309,365,77200,588,516,11,65,774,146,144,100,674,27841,14722,6,662,780,1861,656,14,639,643,22,18055,Louisiana,2022
"Covington city, Louisiana",11444,38.7,2.49,1353,1959,9043,1637,532,6052,5392,174,289,395,113,4723,4241,482,2724,1517,283600,1321,3638,114,137,4723,1542,1459,482,4241,71719,36427,242,5105,1417,10574,4863,106,4182,4650,22,18125,Louisiana,2022
"Creola village, Louisiana",257,11.9,5.35,32,7,206,15,0,105,152,39,0,21,0,59,48,11,0,48,-666666666,1151,8,0,0,59,0,0,11,48,66250,15765,5,80,54,241,74,4,67,72,22,18295,Louisiana,2022
"Crescent CDP, Louisiana",946,43.2,2.50,231,74,760,156,143,333,613,0,0,0,18,416,378,38,278,100,-666666666,-666666666,358,0,0,416,133,133,38,378,40898,18236,17,333,78,946,316,0,301,301,22,18335,Louisiana,2022
"Crowley city, Louisiana",11726,40.3,2.35,2309,844,7680,3212,126,5972,5754,576,129,119,100,5854,4863,991,2367,2496,131100,612,4825,39,434,5854,753,705,991,4863,28827,22340,579,3904,4730,11382,3325,105,3208,3308,22,18650,Louisiana,2022
"Cullen town, Louisiana",742,38.8,2.33,219,23,61,676,0,343,399,12,57,3,0,487,318,169,166,152,63800,628,339,12,72,487,41,41,169,318,19853,13033,19,263,384,734,244,32,217,240,22,18790,Louisiana,2022
"Cut Off CDP, Louisiana",5619,41.9,2.53,1470,400,4761,23,565,2540,3079,234,32,131,0,2423,2217,206,1846,371,181400,766,1802,39,46,2423,742,742,206,2217,71719,32491,70,2264,925,5613,2194,11,2107,2139,22,18930,Louisiana,2022
"Darrow CDP, Louisiana",137,37.6,1.44,96,0,0,137,0,41,96,0,0,0,0,95,95,0,54,41,-666666666,-666666666,41,0,0,95,0,0,0,95,-666666666,21571,0,137,83,137,137,0,137,137,22,19490,Louisiana,2022
"Delacroix CDP, Louisiana",116,40.0,2.27,11,54,111,0,5,31,85,0,0,0,0,91,51,40,51,0,76400,-666666666,11,16,0,91,0,0,40,51,49792,22508,0,60,0,116,60,6,60,60,22,20050,Louisiana,2022
"Delcambre town, Louisiana",2422,41.1,2.87,706,203,2028,179,156,1117,1305,77,22,109,4,959,844,115,616,228,126100,843,763,5,19,959,258,243,115,844,45943,23694,55,961,326,2386,906,4,783,815,22,20155,Louisiana,2022
"Delhi town, Louisiana",2630,41.7,2.55,699,76,1085,1454,6,1379,1251,87,90,29,19,1254,1007,247,528,479,111500,827,981,10,19,1254,167,163,247,1007,43348,23368,103,1035,805,2590,932,60,910,924,22,20190,Louisiana,2022
"Delta village, Louisiana",169,20.8,4.02,1,0,169,0,0,87,82,30,11,0,0,76,42,34,22,20,12100,-666666666,17,0,6,76,0,0,34,42,-666666666,17764,0,66,79,169,66,0,61,61,22,20330,Louisiana,2022
"Denham Springs city, Louisiana",9393,36.7,2.51,1799,1021,7254,1191,872,4419,4974,348,37,431,60,4240,3674,566,2625,1049,176500,1064,3476,28,23,4240,1323,1219,566,3674,85625,37658,344,4734,532,9218,4305,27,4121,4369,22,20435,Louisiana,2022
"DeQuincy city, Louisiana",3058,37.5,3.27,730,101,2493,332,115,1704,1354,263,0,0,54,1222,918,304,634,284,151700,672,1020,0,8,1222,163,148,304,918,51500,23800,13,1106,959,2972,1093,23,1093,1093,22,20575,Louisiana,2022
"DeRidder city, Louisiana",9850,38.1,2.35,1963,884,5236,3081,658,5099,4751,275,120,548,73,4722,4051,671,2575,1476,142200,936,3647,46,129,4722,1297,1242,671,4051,56607,32020,456,4506,1684,9519,3704,89,3896,3975,22,20610,Louisiana,2022
"Des Allemands CDP, Louisiana",2340,39.9,2.77,560,48,1889,118,75,1109,1231,85,17,63,141,1094,846,248,773,73,142400,-666666666,571,0,0,1094,341,334,248,846,67429,62413,64,1122,372,2322,1058,0,930,966,22,20680,Louisiana,2022
"Destrehan CDP, Louisiana",12057,39.5,2.78,1643,2599,9503,1675,587,6207,5850,499,198,508,147,4573,4331,242,3508,823,297500,1165,3621,52,191,4573,2188,2078,242,4331,103073,43847,592,6418,1221,11979,5826,64,5437,5743,22,20820,Louisiana,2022
"Deville CDP, Louisiana",1083,49.5,1.95,343,93,1057,0,0,504,579,0,12,38,0,634,555,79,522,33,155600,-666666666,447,0,0,634,220,220,79,555,-666666666,28445,54,514,273,1083,460,0,425,460,22,20890,Louisiana,2022
"Dixie Inn village, Louisiana",265,28.1,2.39,69,2,111,121,0,130,135,24,1,5,0,115,111,4,31,80,61700,688,71,0,7,115,10,10,4,111,22083,10668,9,96,170,263,87,23,87,87,22,21135,Louisiana,2022
"Dodson village, Louisiana",312,22.9,2.46,42,17,271,30,0,152,160,37,7,13,0,171,127,44,57,70,92500,690,93,0,0,171,28,26,44,127,38125,19984,11,130,65,311,119,4,117,117,22,21170,Louisiana,2022
"Donaldsonville city, Louisiana",6799,29.2,2.69,1547,311,939,5764,25,2874,3925,496,63,151,17,2839,2505,334,1308,1197,163800,734,1657,16,335,2839,487,482,334,2505,22110,17871,455,2822,3184,6723,2367,343,2339,2367,22,21240,Louisiana,2022
"Dorseyville CDP, Louisiana",120,38.0,4.29,0,0,0,120,0,59,61,0,26,0,0,28,28,0,0,28,-666666666,-666666666,0,0,0,28,0,0,0,28,-666666666,,0,61,0,120,61,0,61,61,22,21388,Louisiana,2022
"Downsville village, Louisiana",116,45.7,2.76,16,18,91,0,7,47,69,4,0,0,0,45,42,3,31,11,219400,630,43,0,1,45,19,19,3,42,128750,44753,1,66,21,116,65,0,55,65,22,21450,Louisiana,2022
"Doyline village, Louisiana",699,38.9,2.39,173,40,593,77,25,360,339,17,14,0,9,381,293,88,224,69,71400,665,241,0,6,381,103,100,88,293,31652,20523,13,292,272,699,274,33,261,279,22,21590,Louisiana,2022
"Dry Prong village, Louisiana",428,49.0,2.71,94,30,382,7,19,209,219,4,9,16,5,171,158,13,141,17,176600,825,160,0,0,171,71,63,13,158,65781,33754,0,218,39,428,218,1,204,212,22,21765,Louisiana,2022
"Dubach town, Louisiana",1026,30.4,2.52,227,56,527,419,0,458,568,9,9,46,4,533,407,126,264,143,80000,478,279,20,0,533,137,134,126,407,31953,22041,14,486,371,1026,472,3,463,463,22,21800,Louisiana,2022
"Dubberly village, Louisiana",390,37.0,2.77,117,21,367,20,0,203,187,26,12,40,9,149,141,8,125,16,148100,725,126,0,0,149,46,39,8,141,39464,28277,2,173,67,390,171,0,169,171,22,21835,Louisiana,2022
"Dulac CDP, Louisiana",844,45.1,2.44,31,9,421,0,71,528,316,3,0,39,17,593,346,247,315,31,104200,766,557,0,0,593,21,17,247,346,33750,17216,64,327,423,844,263,28,205,205,22,21940,Louisiana,2022
"Duson town, Louisiana",1441,38.8,2.72,281,75,1017,335,33,543,898,51,0,60,9,737,529,208,312,217,60400,717,397,0,27,737,105,96,208,529,30302,16891,29,454,519,1425,425,12,407,410,22,22255,Louisiana,2022
"East Hodge village, Louisiana",333,30.6,2.85,68,9,0,332,0,145,188,10,11,9,0,160,117,43,65,52,67900,425,99,0,52,160,9,9,43,117,25568,12216,0,85,154,333,85,0,83,83,22,22465,Louisiana,2022
"Eastwood CDP, Louisiana",4229,45.3,2.78,574,737,3305,580,170,1952,2277,113,10,29,87,1851,1522,329,1303,219,259000,916,1238,23,28,1851,585,521,329,1522,65568,34419,91,1919,352,4229,1780,0,1632,1763,22,22610,Louisiana,2022
"Echo CDP, Louisiana",292,19.5,4.63,85,0,209,83,53,126,166,0,20,0,0,121,63,58,52,11,-666666666,-666666666,83,0,0,121,52,52,58,63,148393,31880,21,177,83,292,156,11,156,156,22,22640,Louisiana,2022
"Eden Isle CDP, Louisiana",8588,52.4,2.44,1316,1167,7165,616,471,4224,4364,175,229,131,107,3826,3524,302,2864,660,319400,1409,2720,268,103,3826,1748,1550,302,3524,73784,39251,327,4292,454,8588,3965,44,3109,3535,22,22722,Louisiana,2022
"Edgard CDP, Louisiana",1154,56.1,2.46,279,165,100,1041,0,565,589,32,0,66,0,717,470,247,449,21,149500,-666666666,495,0,124,717,114,114,247,470,62733,26348,54,492,200,1154,438,17,388,398,22,22815,Louisiana,2022
"Edgefield village, Louisiana",334,39.8,2.51,53,20,212,113,0,152,182,7,0,15,1,141,133,8,128,5,113800,-666666666,138,3,0,141,104,95,8,133,62813,25181,0,181,19,334,181,0,173,177,22,22850,Louisiana,2022
"Egan CDP, Louisiana",833,36.3,2.35,323,30,833,0,0,365,468,0,0,0,8,380,355,25,349,6,225800,-666666666,380,0,0,380,337,337,25,355,86329,39691,31,384,0,833,353,0,353,353,22,23025,Louisiana,2022
"Elizabeth village, Louisiana",488,28.8,2.58,107,8,439,12,0,243,245,1,0,35,0,215,189,26,120,69,68000,794,145,0,0,215,42,37,26,189,34792,23582,19,205,120,487,186,0,178,182,22,23235,Louisiana,2022
"Elmwood CDP, Louisiana",6081,32.1,1.76,288,1528,3349,1902,486,2832,3249,123,0,648,24,3965,3462,503,514,2948,188800,1446,324,136,7,3965,356,325,503,3462,80822,46466,262,4066,533,6081,3789,0,3540,3730,22,23567,Louisiana,2022
"Elton town, Louisiana",1284,51.1,2.36,325,56,589,588,32,514,770,61,6,11,16,665,545,120,430,115,81400,565,506,0,3,665,84,74,120,545,35828,22052,4,489,162,1284,485,0,485,485,22,23620,Louisiana,2022
"Empire CDP, Louisiana",999,33.9,2.37,204,66,516,272,27,517,482,6,12,18,22,530,421,109,340,81,73600,922,80,0,0,530,64,64,109,421,25950,17538,24,440,496,999,409,0,266,279,22,23725,Louisiana,2022
"Epps village, Louisiana",559,35.3,2.63,173,4,338,214,59,392,167,36,0,64,7,173,129,44,94,35,82800,888,131,0,0,173,15,15,44,129,45125,19491,16,121,54,339,105,10,100,105,22,24145,Louisiana,2022
"Erath town, Louisiana",2231,34.6,2.54,428,222,1941,154,198,1091,1140,52,56,82,28,906,880,26,563,317,132400,858,661,6,70,906,244,222,26,880,45486,27341,42,1147,416,2231,1105,6,1010,1066,22,24180,Louisiana,2022
"Eros town, Louisiana",279,33.1,3.44,95,3,247,0,29,118,161,15,5,17,1,81,81,0,69,12,-666666666,440,53,0,0,81,32,32,0,81,37604,12889,0,85,69,279,85,1,82,85,22,24215,Louisiana,2022
"Erwinville CDP, Louisiana",2759,28.4,3.76,637,34,1118,1602,4,1185,1574,8,12,30,12,982,733,249,590,143,170700,661,517,0,0,982,278,192,249,733,71250,23350,360,1380,1474,2759,1004,0,981,1020,22,24250,Louisiana,2022
"Estelle CDP, Louisiana",17091,36.8,2.91,2977,1775,9033,4828,2205,8515,8576,413,361,937,209,6160,5878,282,5238,640,199000,1327,5899,0,59,6160,3395,3184,282,5878,73756,28056,606,9419,3029,17057,8800,83,7942,8581,22,24390,Louisiana,2022
"Estherwood village, Louisiana",737,31.5,3.05,117,54,713,0,16,378,359,38,0,14,0,296,242,54,168,74,97800,634,199,0,38,296,59,59,54,242,46000,23849,55,277,144,737,222,0,204,222,22,24460,Louisiana,2022
"Eunice city, Louisiana",9440,35.5,2.46,1914,556,5321,3429,338,4523,4917,372,144,222,117,4481,3771,710,1913,1858,121600,768,3195,5,264,4481,675,661,710,3771,37828,25265,514,4091,3252,9212,3577,57,3298,3388,22,24565,Louisiana,2022
"Evergreen town, Louisiana",285,49.0,2.50,36,13,228,57,0,152,133,6,4,8,0,134,114,20,72,42,95000,525,96,0,3,134,16,13,20,114,33125,22086,13,103,43,285,90,0,83,90,22,24775,Louisiana,2022
"Farmerville town, Louisiana",3371,38.2,2.54,971,165,1232,1987,163,1922,1449,150,13,58,25,1320,1131,189,575,556,110500,713,649,0,48,1320,236,228,189,1131,24337,19319,89,1015,1287,2872,926,44,903,926,22,25160,Louisiana,2022
"Fenton village, Louisiana",213,58.9,1.57,49,14,103,101,0,82,131,0,0,5,16,142,135,7,100,35,95800,-666666666,124,0,2,142,60,60,7,135,19063,18024,0,118,80,213,118,0,108,108,22,25335,Louisiana,2022
"Ferriday town, Louisiana",3192,31.2,3.14,601,156,872,2303,16,1193,1999,39,0,21,11,1585,1001,584,676,325,76500,780,1206,0,0,1585,250,250,584,1001,26513,12772,260,1122,2009,3140,862,61,862,862,22,25440,Louisiana,2022
"Fifth Ward CDP, Louisiana",1147,43.5,2.38,291,82,974,0,0,664,483,95,0,0,0,553,482,71,281,201,138000,903,346,0,10,553,86,86,71,482,49207,27354,28,609,245,1147,499,31,553,571,22,25545,Louisiana,2022
"Fisher village, Louisiana",199,51.6,2.97,44,14,84,98,0,90,109,9,0,16,3,94,67,27,37,30,75000,689,78,0,0,94,4,4,27,67,32344,17116,3,66,23,199,63,10,59,63,22,25615,Louisiana,2022
"Florien village, Louisiana",665,32.0,2.69,163,22,437,208,15,335,330,35,30,24,17,323,247,76,129,118,74500,663,171,0,0,323,28,28,76,247,33125,18608,26,278,249,665,252,27,251,251,22,25860,Louisiana,2022
